Day,Time,Area1,Area2,Area3,Area4,Area5
3,13:45,0.115728188,0.091717791,0,0,0.817583989
3,14:00,0.121072746,0.1099182,0,0,0.712080057
3,14:15,0.115886938,0.130572597,0,0,0.483345247
3,14:30,0.147319285,0.137321063,0.033,0,0.382987848
3,14:45,0.152822592,0.129038855,0.053,0,0.247033595
3,15:00,0.112923619,0.155316973,0.0463,0,0.300357398
3,15:15,0.093027049,0.18190184,0.041775,0,0.259185132
3,15:30,0.06381719,0.183537832,0.069625,0.018571429,0.240743388
3,15:45,0.106097402,0.186196319,0.07575,0.03,0.318942102
3,16:00,0.264264551,0.208691207,0.068175,0.052857143,0.364689064
3,16:15,0.230450965,0.242433538,0.08405,0.081428571,0.407433881
3,16:30,0.194520723,0.26605317,0.105475,0.084285714,0.49606862
3,16:45,0.100170764,0.272699387,0.1187,0.148571429,0.522944961
3,17:00,0.027886948,0.246114519,0.126225,0.225714286,0.542673338
3,17:15,0,0.225766871,0.1283,0.228571429,0.514367405
3,17:30,0,0.236605317,0.172275,0.297142857,0.487205147
3,17:45,0.002010824,0.268609407,0.201925,0.268571429,0.354395997
3,18:00,0.018838242,0.304498978,0.270925,0.267142857,0.512508935
3,18:15,0.022965722,0.333128834,0.349125,0.255714286,0.64045747
3,18:30,0.084295841,0.378834356,0.39315,0.351428571,0.524231594
3,18:45,0.149912189,0.394274029,0.441725,0.417142857,0.422301644
3,19:00,0.101282009,0.427607362,0.4305,0.452857143,0.342673338
3,19:15,0.080485859,0.467075665,0.3653,0.487142857,0.363259471
3,19:30,0.045666862,0.521370143,0.290925,0.498571429,0.387133667
3,19:45,0.090328312,0.581595092,0.234825,0.482857143,0.285489635
3,20:00,0.165892945,0.552351738,0.230775,0.5,0.255611151
3,20:15,0.146684288,0.512781186,0.11885,0.491428571,0.242601858
3,20:30,0.240028835,0.538957055,0.069275,0.505714286,0.314224446
3,20:45,0.21563437,0.536400818,0.022025,0.588571429,0.243316655
3,21:00,0.107473229,0.517177914,0,0.625714286,0.250893495
3,21:15,0.111706541,0.514212679,0,0.645714286,0.24617584
